id,neighborhood,latitude,longitude,price,size_in_sqft,price_per_sqft,no_of_bedrooms,no_of_bathrooms,quality,amenities,unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,kitchen_appliances,lobby_in_building,maid_service,maids_room,pets_allowed,private_garden,private_gym,private_jacuzzi,private_pool,security,shared_gym,shared_pool,shared_spa,study,vastu_compliant,view_of_landmark,view_of_water,walk_in_closet
8935692,Dubai South (Dubai World Central),24.947873,55.203252,40000,486,82.3,0,1,High,"furnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,kitchen_appliances,lobby_in_building,pets_allowed,security,shared_gym,shared_pool,",True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
8879382,Jumeirah Beach Residence,25.080787,55.13738,150000,1797,83.47,3,3,Medium,"furnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,kitchen_appliances,pets_allowed,security,shared_gym,shared_pool,study,",True,True,False,True,True,True,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False
8895208,Dubai Hills Estate,25.098529,55.253214,250000,2462,101.54,4,4,High,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,maids_room,pets_allowed,private_garden,security,shared_gym,shared_pool,study,walk_in_closet,",True,True,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,True,True,False,True,False,False,False,True
8900670,Palm Jumeirah,25.110713,55.130183,1300000,7072,183.82,4,5,Medium,"furnished,balcony,barbecue_area,built_in_wardrobes,central_ac,covered_parking,kitchen_appliances,maids_room,private_garden,private_jacuzzi,private_pool,view_of_landmark,",True,True,True,True,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False
8908919,The Springs,25.051585,55.173941,260000,2247,115.71,3,2,Low,"furnished,balcony,covered_parking,private_garden,security,view_of_landmark,",True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
8942889,Downtown Dubai,25.194761,55.282343,310000,1362,227.61,2,3,High,"furnished,balcony,built_in_wardrobes,central_ac,concierge,covered_parking,kitchen_appliances,maid_service,security,shared_gym,shared_pool,shared_spa,view_of_landmark,view_of_water,",True,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False
8906558,Jumeirah Village Circle,25.05024,55.20564,42000,983,42.73,1,2,Medium,"unfurnished,balcony,built_in_wardrobes,childrens_pool,covered_parking,kitchen_appliances,lobby_in_building,pets_allowed,security,shared_gym,shared_pool,shared_spa,",True,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False
8898117,Dubai Silicon Oasis,25.11757,55.394461,55000,1050,52.38,2,2,Medium,"unfurnished,balcony,central_ac,childrens_play_area,concierge,covered_parking,lobby_in_building,security,shared_gym,shared_pool,shared_spa,view_of_landmark,",True,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False
8907593,Al Furjan,25.025166,55.146019,27000,362,74.59,0,1,Medium,"furnished,built_in_wardrobes,central_ac,covered_parking,kitchen_appliances,pets_allowed,security,shared_gym,shared_pool,walk_in_closet,",True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True
8906350,Al Jaddaf,25.212393,55.316262,80000,893,89.59,2,2,High,"unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,lobby_in_building,pets_allowed,security,shared_gym,shared_pool,shared_spa,study,vastu_compliant,view_of_landmark,view_of_water,walk_in_closet,",True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True
8906901,Motor City,25.043941,55.245894,50000,1081,46.25,1,2,Medium,"unfurnished,balcony,built_in_wardrobes,covered_parking,pets_allowed,security,shared_gym,",True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
8905980,Business Bay,25.187004,55.283015,58000,466,124.46,1,1,High,"unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,covered_parking,kitchen_appliances,lobby_in_building,pets_allowed,security,shared_gym,shared_pool,shared_spa,vastu_compliant,view_of_landmark,view_of_water,walk_in_closet,",True,True,True,True,True,True,True,False,True,True,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True
8902168,Meydan,25.141905,55.294705,470000,6439,72.99,6,7,Medium,"unfurnished,balcony,central_ac,childrens_play_area,covered_parking,kitchen_appliances,maids_room,pets_allowed,private_garden,security,shared_gym,shared_pool,walk_in_closet,",True,True,False,False,True,True,False,False,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,False,False,True
8924295,Dubai Marina,25.088431,55.146759,195000,1998,97.6,3,4,Medium,"furnished,balcony,built_in_wardrobes,maids_room,pets_allowed,security,shared_gym,shared_pool,view_of_water,",True,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False
8938991,Dubai Marina,25.087751,55.147627,150000,1258,119.24,2,2,Medium,"furnished,balcony,security,shared_gym,shared_pool,view_of_water,walk_in_closet,",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True
7923943,Business Bay,25.192037,55.291448,65000,1100,59.09,1,2,Medium,"unfurnished,balcony,central_ac,covered_parking,pets_allowed,security,shared_gym,shared_pool,view_of_water,",True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False
8447721,Dubai Waterfront,24.950263,55.049213,64500,1257,51.31,2,3,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,pets_allowed,security,shared_gym,shared_pool,",True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
8772572,Jumeirah Village Triangle,25.043225,55.193552,27000,425,63.53,0,1,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,covered_parking,security,shared_gym,shared_pool,view_of_landmark,",True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
8854221,Dubai Marina,25.084397,55.142039,100000,1339,74.68,2,3,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,covered_parking,pets_allowed,security,shared_gym,shared_pool,view_of_water,",True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False
8485113,Dubai Waterfront,24.950263,55.049213,64500,1257,51.31,2,3,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,covered_parking,maids_room,security,",True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
8830494,Majan,25.094886,55.317918,68000,1200,56.67,2,2,Medium,"furnished,balcony,central_ac,covered_parking,kitchen_appliances,security,shared_gym,shared_pool,",True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
8888810,Jumeirah Village Circle,25.047032,55.206605,45000,815,55.21,1,2,Medium,"unfurnished,balcony,central_ac,childrens_play_area,covered_parking,pets_allowed,security,shared_gym,shared_pool,view_of_landmark,",True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False
8887589,Damac Hills 2,24.986279,55.380626,180000,6098,29.52,7,7,High,"unfurnished,balcony,built_in_wardrobes,central_ac,covered_parking,maid_service,maids_room,pets_allowed,private_garden,security,shared_gym,shared_pool,shared_spa,study,view_of_water,walk_in_closet,",True,True,False,True,True,False,False,False,False,False,True,True,True,True,False,False,False,True,True,True,True,True,False,False,True,True
8884727,Umm Suqeim,25.137409,55.188957,98000,784,125,1,1,Medium,"partly_furnished,balcony,built_in_wardrobes,childrens_play_area,kitchen_appliances,pets_allowed,security,shared_gym,shared_pool,view_of_landmark,",False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False
8889302,Jumeirah Beach Residence,25.072954,55.128089,250000,1463,170.88,2,3,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,covered_parking,maids_room,security,shared_gym,shared_pool,view_of_water,",True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False
8889472,Mudon,25.021516,55.277286,225000,4600,48.91,4,4,Medium,"unfurnished,balcony,built_in_wardrobes,maids_room,pets_allowed,private_garden,private_gym,shared_gym,shared_pool,",True,True,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False
8892876,Jumeirah Village Circle,25.048095,55.206373,61999,800,77.5,1,2,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,covered_parking,kitchen_appliances,maids_room,pets_allowed,security,shared_pool,study,",True,True,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False
8888697,Dubai Land,25.073161,55.364909,125000,2415,51.76,4,4,Medium,"unfurnished,balcony,central_ac,childrens_play_area,covered_parking,lobby_in_building,maids_room,shared_pool,",True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8890446,Jumeirah Village Circle,25.056225,55.20458,72000,745,96.64,1,2,Medium,"furnished,balcony,built_in_wardrobes,childrens_pool,covered_parking,kitchen_appliances,lobby_in_building,pets_allowed,security,shared_gym,shared_pool,shared_spa,",True,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False
8890621,Downtown Dubai,25.191753,55.272818,93000,800,116.25,1,1,Low,"unfurnished,balcony,built_in_wardrobes,covered_parking,security,",True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
8897356,Jumeirah Park,25.048107,55.154445,390000,5500,70.91,4,5,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,kitchen_appliances,maids_room,private_garden,private_pool,view_of_landmark,walk_in_closet,",True,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True
8841099,Dubai Sports City,25.026681,55.21293,550000,5176,106.26,5,5,Low,"balcony,private_garden,private_pool,",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
8847439,Downtown Dubai,25.197316,55.274196,238888,1639,145.75,2,3,Medium,"furnished,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,private_jacuzzi,shared_gym,shared_pool,study,view_of_water,",True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False
8918659,Dubai Creek Harbour (The Lagoons),25.207505,55.344384,75000,772,97.15,1,1,High,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,lobby_in_building,security,shared_gym,shared_pool,shared_spa,view_of_landmark,view_of_water,",True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False
8916006,Barsha Heights (Tecom),25.09458,55.178163,58000,746,77.75,1,2,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,pets_allowed,shared_gym,shared_pool,",True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
8605679,Bur Al Hamriya,25.25959,55.306927,85000,1515,56.11,2,3,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,covered_parking,lobby_in_building,security,view_of_landmark,",True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
8740208,Dubai Production City (IMPZ),25.025924,55.19168,95000,753,126.16,2,2,Medium,"furnished,balcony,central_ac,covered_parking,kitchen_appliances,lobby_in_building,pets_allowed,security,shared_gym,shared_pool,",True,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
8882778,Dubai Harbour,25.097012,55.139562,170000,900,188.89,1,1,Low,"unfurnished,balcony,childrens_play_area,covered_parking,shared_gym,view_of_water,",True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
8873320,Downtown Dubai,25.200926,55.280912,120000,861,139.37,1,2,Medium,"furnished,balcony,built_in_wardrobes,central_ac,concierge,covered_parking,kitchen_appliances,pets_allowed,security,shared_gym,shared_pool,view_of_landmark,",True,True,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False
8879906,Arabian Ranches 2,25.031728,55.267498,285000,3970,71.79,5,5,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,maids_room,private_garden,shared_pool,",True,True,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
8870116,Palm Jumeirah,25.106964,55.111349,300000,1745,171.92,3,4,Medium,"unfurnished,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,kitchen_appliances,maids_room,security,shared_gym,shared_pool,",True,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False
8915275,DAMAC Hills,25.020446,55.244952,32000,473,67.65,0,1,Medium,"furnished,balcony,built_in_wardrobes,central_ac,covered_parking,kitchen_appliances,pets_allowed,security,shared_gym,shared_pool,shared_spa,view_of_landmark,view_of_water,",True,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,False,False,True,True,False
8927099,Jumeirah Village Circle,25.051384,55.2121,77999,994,78.47,2,2,High,"furnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,kitchen_appliances,lobby_in_building,pets_allowed,security,shared_gym,shared_pool,shared_spa,view_of_landmark,",True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,True,True,True,False,False,True,False,False
8922865,Downtown Dubai,25.19084,55.271544,155000,1232,125.81,2,3,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,private_jacuzzi,shared_gym,shared_pool,",True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
8906959,Downtown Dubai,25.200879,55.276331,125000,557,224.42,0,1,Medium,"furnished,balcony,built_in_wardrobes,central_ac,covered_parking,kitchen_appliances,security,shared_gym,shared_pool,",True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
8922871,Barsha Heights (Tecom),25.093591,55.174325,60000,1300,46.15,2,2,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,concierge,covered_parking,shared_gym,shared_pool,",True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
8914629,Jumeirah Village Circle,25.05761,55.199182,43500,659,66.01,1,2,Medium,"unfurnished,balcony,childrens_play_area,childrens_pool,covered_parking,lobby_in_building,pets_allowed,security,shared_gym,shared_pool,shared_spa,",True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False
8923827,Al Warqa'a,25.185984,55.405314,55000,997,55.17,2,3,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,shared_gym,shared_pool,",True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
8825439,Dubai Marina,25.080215,55.13918,110000,1308,84.1,2,3,High,"unfurnished,balcony,covered_parking,kitchen_appliances,maid_service,maids_room,security,shared_gym,shared_pool,shared_spa,study,view_of_landmark,view_of_water,walk_in_closet,",True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,True,True,True,False,True,True,True
8673677,Downtown Dubai,25.197059,55.274518,650000,1926,337.49,2,3,Medium,"furnished,built_in_wardrobes,childrens_play_area,concierge,covered_parking,shared_gym,shared_pool,view_of_water,",True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
8838951,Motor City,25.044939,55.248771,39000,640,60.94,0,1,Medium,"unfurnished,balcony,barbecue_area,central_ac,covered_parking,kitchen_appliances,lobby_in_building,security,shared_gym,shared_pool,vastu_compliant,view_of_landmark,",True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False
8728515,Dubai Marina,25.071897,55.131535,90000,1409,63.88,1,2,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,concierge,covered_parking,security,shared_gym,shared_pool,view_of_landmark,",True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
8864862,Motor City,25.047824,55.24812,56000,1795,31.2,1,2,Medium,"unfurnished,balcony,built_in_wardrobes,covered_parking,pets_allowed,security,shared_gym,shared_pool,walk_in_closet,",True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True
8857838,Business Bay,25.192505,55.288665,78000,707,110.33,1,2,Medium,"furnished,balcony,built_in_wardrobes,central_ac,concierge,covered_parking,pets_allowed,security,shared_gym,",True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
8802139,Business Bay,25.186682,55.282568,108000,902,119.73,2,2,Low,"unfurnished,balcony,childrens_play_area,",True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8856683,DAMAC Hills,25.024108,55.242908,28000,405,69.14,0,1,Medium,"partly_furnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,pets_allowed,security,shared_gym,shared_pool,",False,True,False,True,True,True,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
8832710,Jumeirah Village Circle,25.064146,55.208644,55000,837,65.71,1,2,Medium,"furnished,balcony,central_ac,covered_parking,lobby_in_building,shared_gym,shared_pool,",True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
8810790,Deira,25.276988,55.303422,69000,312,221.15,0,1,Medium,"unfurnished,balcony,central_ac,concierge,covered_parking,kitchen_appliances,maid_service,security,shared_gym,shared_pool,view_of_landmark,walk_in_closet,",True,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True
8788428,Jumeirah Beach Residence,25.072514,55.12629,560000,2000,280,3,4,Medium,"furnished,balcony,built_in_wardrobes,concierge,covered_parking,maids_room,security,shared_gym,shared_pool,",True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False
8768853,Damac Hills 2,24.987653,55.378681,45000,1238,36.35,3,3,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,shared_gym,shared_pool,view_of_landmark,",True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
8667232,Jumeirah Village Circle,25.058856,55.199548,54000,412,131.07,0,1,Low,"furnished,balcony,kitchen_appliances,shared_pool,",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8866930,Dubai Hills Estate,25.111798,55.247341,125000,1000,125,2,3,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,concierge,covered_parking,kitchen_appliances,pets_allowed,security,shared_gym,shared_pool,walk_in_closet,",True,True,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True
8284062,Damac Hills 2,24.988579,55.377249,65000,1881,34.56,3,5,Medium,"unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,covered_parking,maids_room,pets_allowed,private_garden,shared_gym,shared_pool,",True,True,True,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False
8632877,Dubai Marina,25.071365,55.124993,189000,1120,168.75,2,2,Medium,"furnished,balcony,covered_parking,kitchen_appliances,pets_allowed,shared_gym,shared_pool,",True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
8778830,Palm Jumeirah,25.104115,55.14847,285000,1856,153.56,2,3,High,"furnished,balcony,built_in_wardrobes,central_ac,concierge,covered_parking,kitchen_appliances,maid_service,maids_room,pets_allowed,security,shared_gym,shared_pool,shared_spa,view_of_landmark,view_of_water,walk_in_closet,",True,True,False,True,True,False,False,True,True,False,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,True
8860751,Jumeirah Beach Residence,25.07851,55.136283,111000,761,145.86,1,2,Medium,"furnished,balcony,covered_parking,kitchen_appliances,pets_allowed,shared_gym,shared_pool,",True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
8691887,Downtown Dubai,25.200879,55.276331,350000,1794,195.09,2,3,High,"furnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,maid_service,security,shared_gym,shared_pool,shared_spa,view_of_landmark,view_of_water,walk_in_closet,",True,True,False,True,True,True,False,True,True,False,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True
8751593,Dubai Marina,25.071897,55.131535,85000,412,206.31,0,1,Medium,"furnished,balcony,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,pets_allowed,security,shared_gym,shared_pool,shared_spa,",True,True,False,False,True,True,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False
8260483,Jumeirah Beach Residence,25.082902,55.139834,160000,1464,109.29,2,3,High,"furnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,lobby_in_building,pets_allowed,private_gym,private_pool,security,view_of_landmark,walk_in_closet,",True,True,False,True,True,True,False,True,True,True,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,True
8804882,Downtown Dubai,25.201204,55.270189,380000,1699,223.66,2,3,Medium,"furnished,balcony,barbecue_area,built_in_wardrobes,central_ac,concierge,covered_parking,kitchen_appliances,maids_room,shared_gym,shared_pool,",True,True,True,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7092093,Majan,25.093661,55.324298,57000,1190,47.9,2,3,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,covered_parking,private_jacuzzi,security,shared_gym,shared_pool,view_of_landmark,",True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False
8633219,Dubai Marina,25.071897,55.131535,120000,964,124.48,1,2,Low,"furnished,balcony,covered_parking,kitchen_appliances,shared_gym,shared_pool,",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
8776958,Discovery Gardens,25.03335,55.150016,38000,957,39.71,1,2,Low,"unfurnished,built_in_wardrobes,childrens_play_area,",True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8442018,Majan,25.093661,55.324298,45000,928,48.49,1,1,Medium,"unfurnished,built_in_wardrobes,covered_parking,security,shared_gym,shared_pool,view_of_landmark,walk_in_closet,",True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True
8858903,Palm Jumeirah,25.114333,55.137506,80000,548,145.99,0,1,Medium,"furnished,balcony,central_ac,kitchen_appliances,shared_gym,shared_pool,view_of_water,",True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
8848317,Mohammed Bin Rashid City,25.168896,55.273708,950000,8300,114.46,4,7,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,kitchen_appliances,pets_allowed,private_garden,private_pool,security,study,walk_in_closet,",True,True,False,True,True,True,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,True
8859150,Downtown Dubai,25.198316,55.270758,180000,1404,128.21,2,2,High,"unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,covered_parking,kitchen_appliances,lobby_in_building,pets_allowed,security,shared_gym,shared_pool,view_of_landmark,view_of_water,walk_in_closet,",True,True,True,True,True,True,True,False,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,True
8846390,Meydan,25.143887,55.293615,699999,10344,67.67,5,7,High,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,kitchen_appliances,maid_service,maids_room,pets_allowed,private_jacuzzi,private_pool,security,shared_gym,shared_pool,study,view_of_landmark,walk_in_closet,",True,True,False,True,True,True,False,False,True,False,True,True,True,False,False,True,True,True,True,True,False,True,False,True,False,True
8372390,Dubai Marina,25.071356,55.136879,138000,1168,118.15,2,3,Low,"furnished,covered_parking,kitchen_appliances,pets_allowed,shared_gym,shared_pool,",True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
8866763,Palm Jumeirah,25.113017,55.147365,595000,3654,162.84,5,7,Medium,"furnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,maids_room,pets_allowed,view_of_water,",True,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
8859921,Dubai Sports City,25.040177,55.222445,41000,627,65.39,1,2,Medium,"unfurnished,balcony,central_ac,lobby_in_building,security,shared_gym,shared_pool,shared_spa,",True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
8682390,Downtown Dubai,25.187093,55.278912,276000,1891,145.95,3,3,Medium,"furnished,balcony,covered_parking,kitchen_appliances,pets_allowed,shared_gym,shared_pool,",True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
8770080,Downtown Dubai,25.194194,55.283723,175000,1165,150.21,2,3,High,"furnished,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,kitchen_appliances,lobby_in_building,maid_service,security,shared_gym,shared_pool,shared_spa,study,vastu_compliant,view_of_landmark,view_of_water,",True,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False
8757363,Jumeirah Village Circle,25.064717,55.207568,45000,772,58.29,1,2,High,"unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,lobby_in_building,security,shared_gym,vastu_compliant,walk_in_closet,",True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True
8714539,Al Furjan,25.025262,55.13875,32000,390,82.05,0,1,Medium,"furnished,balcony,built_in_wardrobes,central_ac,covered_parking,kitchen_appliances,security,shared_gym,shared_pool,walk_in_closet,",True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True
8572591,Dubai Harbour,25.097523,55.139963,150000,811,184.96,1,1,Low,"furnished,balcony,covered_parking,kitchen_appliances,shared_gym,",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
8770176,Downtown Dubai,25.194194,55.283723,175000,1165,150.21,2,3,High,"furnished,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,kitchen_appliances,lobby_in_building,maid_service,security,shared_gym,shared_pool,shared_spa,study,vastu_compliant,view_of_landmark,view_of_water,",True,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False
