id,neighborhood,latitude,longitude,price,size_in_sqft,price_per_sqft,no_of_bedrooms,no_of_bathrooms,quality,amenities,partly_furnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,lobby_in_building,pets_allowed,private_garden,private_gym,private_jacuzzi,private_pool,security,shared_gym,shared_pool,shared_spa,study,vastu_compliant,view_of_landmark,view_of_water,walk_in_closet
8938854,Dubai South (Dubai World Central),24.951594,55.199462,310000,437,709.38,0,1,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,pets_allowed,security,shared_gym,shared_pool,study,walk_in_closet,",False,True,False,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,False,True,False,False,False,True
8938852,Jumeirah Beach Residence,25.076620000000002,55.135006000000004,3000000,1919,1563.31,3,4,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,covered_parking,kitchen_appliances,lobby_in_building,maids_room,security,shared_gym,shared_pool,view_of_landmark,view_of_water,",False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,True,True,False
8938851,Downtown Dubai,25.195237,55.271449,1900000,815,2331.29,1,1,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,concierge,covered_parking,pets_allowed,security,shared_gym,shared_pool,",False,True,False,True,True,False,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
8938847,Dubai Harbour,25.09938,55.141275,8200000,2081,3940.41,3,4,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,concierge,covered_parking,kitchen_appliances,security,shared_gym,shared_pool,shared_spa,view_of_water,",False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False
8938843,Jumeirah Lake Towers,25.077009,55.146035,1300000,1250,1040.0,2,2,Medium,"furnished,balcony,built_in_wardrobes,central_ac,covered_parking,kitchen_appliances,pets_allowed,security,shared_gym,shared_pool,view_of_landmark,walk_in_closet,",True,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,True,False,True
8938839,Dubai Harbour,25.0967,55.139276,3800000,1106,3435.8,2,2,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,maids_room,pets_allowed,security,shared_gym,shared_pool,view_of_landmark,view_of_water,",False,True,False,True,True,True,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False
8938838,Mohammed Bin Rashid City,25.176907999999997,55.310722999999996,1222751,611,2001.23,1,1,High,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,pets_allowed,security,shared_gym,shared_pool,shared_spa,study,view_of_landmark,view_of_water,",False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,True,True,True,True,True,False,True,True,False
8938836,Downtown Dubai,25.195237,55.271449,1875000,778,2410.03,1,1,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,concierge,covered_parking,kitchen_appliances,pets_allowed,security,shared_gym,shared_pool,",False,True,False,True,True,False,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
8938832,Palm Jumeirah,25.110559,55.137575,3550000,1709,2077.24,2,3,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,kitchen_appliances,security,shared_gym,shared_pool,study,",False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False
8938828,Al Furjan,25.025999,55.13875,420000,439,956.72,0,1,Medium,"furnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,pets_allowed,security,shared_gym,shared_pool,walk_in_closet,",True,True,False,True,True,True,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True
8938826,Dubai Marina,25.089392999999998,55.147796,3299999,3177,1038.72,3,5,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,kitchen_appliances,security,shared_gym,shared_pool,walk_in_closet,",False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True
8938816,Dubai Harbour,25.102004,55.144059,4676888,1384,3379.25,2,2,High,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,pets_allowed,security,shared_gym,shared_pool,shared_spa,view_of_landmark,view_of_water,walk_in_closet,",False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,True,True,True,True,False,False,True,True,True
8938815,Downtown Dubai,25.195237,55.271449,1880000,830,2265.06,1,1,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,pets_allowed,security,shared_gym,shared_pool,",False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
8939924,Dubai Harbour,25.100806,55.143306,1800000,850,2117.65,1,2,High,"unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,lobby_in_building,pets_allowed,security,shared_gym,shared_pool,shared_spa,study,vastu_compliant,view_of_landmark,view_of_water,walk_in_closet,",False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True
8938798,Downtown Dubai,25.195237,55.271449,1870000,810,2308.64,1,1,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,concierge,covered_parking,kitchen_appliances,pets_allowed,security,shared_gym,shared_pool,",False,True,False,True,True,False,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
8938791,Downtown Dubai,25.195237,55.271449,1900000,880,2159.09,1,1,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,pets_allowed,security,shared_gym,shared_pool,view_of_landmark,",False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False
8938781,Abu Dhabi,24.429707999999998,54.62135,949999,1086,874.77,2,3,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,private_pool,security,shared_gym,shared_pool,",False,True,False,True,True,True,False,True,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False
8938780,Abu Dhabi,24.496385,54.40852099999999,1550000,1719,901.69,2,4,Medium,"unfurnished,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,maids_room,shared_gym,shared_pool,view_of_water,",False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
8938777,Dubai Creek Harbour (The Lagoons),25.203844,55.34419499999999,1200000,709,1692.52,1,1,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,covered_parking,pets_allowed,shared_gym,shared_pool,view_of_water,walk_in_closet,",False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True
8938776,Downtown Dubai,25.201842000000003,55.280473,2200000,1251,1758.59,2,2,Medium,"unfurnished,built_in_wardrobes,central_ac,concierge,security,shared_gym,shared_pool,view_of_landmark,",False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
8938774,Downtown Dubai,25.189253,55.280698,2400000,777,3088.8,1,2,Medium,"unfurnished,built_in_wardrobes,central_ac,covered_parking,pets_allowed,security,shared_gym,shared_pool,shared_spa,view_of_landmark,",False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,True,True,False,False,True,False,False
8938773,Dubai Marina,25.078241000000002,55.137487,979990,445,2202.22,0,1,Medium,"furnished,balcony,built_in_wardrobes,central_ac,covered_parking,kitchen_appliances,security,shared_gym,shared_pool,view_of_water,",True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False
8938772,Dubai Harbour,25.100806,55.143306,8700000,1995,4360.9,3,3,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,maids_room,pets_allowed,security,shared_gym,walk_in_closet,",False,True,False,True,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True
8938770,Jumeirah Village Circle,25.067258,55.208427,690000,815,846.63,1,2,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,covered_parking,kitchen_appliances,pets_allowed,shared_gym,shared_pool,shared_spa,study,view_of_landmark,",False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,False,False
8938764,Downtown Dubai,25.195237,55.271449,1880000,765,2457.52,1,1,Medium,"unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,pets_allowed,shared_gym,shared_pool,",False,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
8938759,Dubai Marina,25.08495,55.1495,2790000,1545,1805.83,2,3,Medium,"furnished,balcony,barbecue_area,built_in_wardrobes,central_ac,covered_parking,kitchen_appliances,shared_gym,",True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
8938751,Palm Jumeirah,25.101157999999998,55.155286,3318800,1100,3017.09,1,1,Medium,"furnished,balcony,built_in_wardrobes,central_ac,covered_parking,kitchen_appliances,pets_allowed,security,shared_gym,shared_pool,",True,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
8938748,Palm Jumeirah,25.108665,55.148578,2600000,1144,2272.73,1,2,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,pets_allowed,shared_gym,shared_pool,view_of_water,",False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
8938738,Abu Dhabi,24.538937,54.410474,17000000,5328,3190.69,4,6,Medium,"unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,maids_room,shared_gym,shared_pool,view_of_water,",False,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
8938737,Abu Dhabi,24.449399,54.608582,3300000,3010,1096.35,4,6,High,"furnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,maids_room,private_pool,security,shared_gym,shared_pool,view_of_water,",True,True,False,True,True,True,False,True,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False
8938726,Al Furjan,25.022221,55.138877,400000,388,1030.93,0,1,Medium,"furnished,balcony,built_in_wardrobes,central_ac,kitchen_appliances,pets_allowed,security,shared_gym,shared_pool,view_of_landmark,walk_in_closet,",True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,True
8938725,Palm Jumeirah,25.109267000000003,55.145799,2200000,1585,1388.01,2,3,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,maids_room,pets_allowed,shared_gym,shared_pool,",False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
8938721,Dubai Hills Estate,25.106845,55.24003100000001,1670000,1016,1643.7,2,2,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,pets_allowed,security,shared_gym,shared_pool,",False,True,False,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
8938719,Town Square,25.003729999999997,55.297034,917000,1041,880.88,2,2,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,pets_allowed,security,shared_gym,shared_pool,",False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
8938718,Downtown Dubai,25.191642,55.28019499999999,2000000,995,2010.05,2,2,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,pets_allowed,security,shared_gym,shared_pool,",False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
8938717,Downtown Dubai,25.196489,55.272126,23000000,5253,4378.45,4,4,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,maids_room,pets_allowed,security,shared_gym,shared_pool,view_of_landmark,view_of_water,",False,True,False,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False
8938716,DIFC,25.209227,55.278552000000005,2300000,2075,1108.43,2,3,High,"unfurnished,balcony,built_in_wardrobes,central_ac,covered_parking,kitchen_appliances,maids_room,pets_allowed,private_jacuzzi,shared_gym,shared_pool,view_of_landmark,view_of_water,walk_in_closet,",False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,True,True
8938713,Palm Jumeirah,25.101156,55.155288,9338800,2426,3849.46,3,4,Medium,"partly_furnished,balcony,built_in_wardrobes,central_ac,concierge,covered_parking,kitchen_appliances,view_of_landmark,",True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
8938714,Downtown Dubai,25.194282,55.271884,6000000,1648,3640.78,2,3,High,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,kitchen_appliances,maid_service,pets_allowed,security,shared_gym,shared_pool,shared_spa,view_of_water,walk_in_closet,",False,True,False,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,False,False,True,True
8938710,Jumeirah Village Circle,25.064717,55.207568,615000,643,956.45,1,2,Medium,"unfurnished,balcony,built_in_wardrobes,childrens_play_area,covered_parking,kitchen_appliances,pets_allowed,shared_gym,shared_pool,",False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
8938705,Dubai Marina,25.089833,55.150625,2000000,1617,1236.86,2,3,Low,"unfurnished,balcony,",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8938703,Abu Dhabi,24.449399,54.608582,1975000,1542,1280.8,3,4,Medium,"furnished,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,security,shared_gym,shared_pool,",True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
8938689,Dubai,25.056388000000002,55.208121,840000,1141,736.2,1,2,High,"partly_furnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,maid_service,maids_room,private_garden,private_gym,private_jacuzzi,private_pool,security,shared_gym,shared_pool,study,view_of_landmark,walk_in_closet,",True,True,False,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,True,False,True
8938687,Palm Jumeirah,25.101156,55.155288,4600000,1420,3239.44,2,3,Medium,"partly_furnished,balcony,built_in_wardrobes,central_ac,concierge,covered_parking,kitchen_appliances,view_of_landmark,",True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
8938683,Dubai Harbour,25.099793,55.141746,2150000,1592,1350.5,1,1,Medium,"unfurnished,balcony,built_in_wardrobes,covered_parking,kitchen_appliances,maids_room,pets_allowed,shared_gym,view_of_water,",False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
8938679,Dubai,25.175278,55.31103,3164922,1758,1800.3,3,4,Medium,"unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,shared_gym,shared_pool,",False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
8938677,Business Bay,25.182891,55.265075,15304999,4280,3575.93,4,5,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,kitchen_appliances,maids_room,security,shared_gym,shared_pool,shared_spa,view_of_water,",False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False
8938666,Palm Jumeirah,25.101156,55.155288,10868800,3248,3346.31,4,3,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,concierge,covered_parking,kitchen_appliances,view_of_landmark,",False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
8938661,Dubai Harbour,25.102004,55.144059,2978888,787,3785.12,1,1,High,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,pets_allowed,security,shared_gym,shared_pool,shared_spa,view_of_landmark,view_of_water,walk_in_closet,",False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,True,True,True,True,False,False,True,True,True
8938660,Al Barsha,25.0701,55.246274,500000,417,1199.04,0,1,Medium,"unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,private_jacuzzi,shared_gym,shared_pool,",False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
8938659,Palm Jumeirah,25.111229,55.136449,6700000,2280,2938.6,3,3,Medium,"furnished,balcony,barbecue_area,central_ac,concierge,covered_parking,view_of_water,",True,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8938649,Dubai,25.175278,55.31103,2116953,1142,1853.72,2,3,Medium,"unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,shared_gym,shared_pool,",False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
8939810,Downtown Dubai,25.188282,55.274103000000004,5900000,1860,3172.04,3,5,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,covered_parking,lobby_in_building,maids_room,security,shared_gym,shared_pool,view_of_landmark,walk_in_closet,",False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,True
8938646,Business Bay,25.182891,55.265075,8515999,2084,4086.37,2,3,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,kitchen_appliances,security,shared_gym,shared_pool,view_of_water,",False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False
8938641,Palm Jumeirah,25.101156,55.155288,2718800,1094,2485.19,1,2,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,concierge,covered_parking,kitchen_appliances,view_of_landmark,",False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
8938637,Downtown Dubai,25.191719,55.270677,4250000,2231,1904.98,3,4,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,kitchen_appliances,maids_room,",False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8939782,Jumeirah Village Circle,25.064146,55.20864399999999,400000,575,695.65,0,1,High,"unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,kitchen_appliances,lobby_in_building,pets_allowed,security,shared_gym,shared_pool,shared_spa,view_of_landmark,",False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,False,False
8938630,Greens,25.09516,55.171259,1600000,1617,989.49,2,2,High,"unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,covered_parking,kitchen_appliances,security,shared_gym,shared_pool,study,view_of_landmark,",False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False
8938629,Dubai Harbour,25.0967,55.139276,2600000,743,3499.33,1,1,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,covered_parking,kitchen_appliances,lobby_in_building,security,shared_gym,shared_pool,",False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False
8938624,Dubai Creek Harbour (The Lagoons),25.208145000000002,55.342898,3300000,1103,2991.84,2,3,Medium,"furnished,balcony,built_in_wardrobes,covered_parking,security,shared_gym,shared_pool,view_of_water,",True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False
8938623,DAMAC Hills,25.02486,55.243486,485000,340,1426.47,0,1,High,"furnished,balcony,built_in_wardrobes,central_ac,concierge,covered_parking,maid_service,maids_room,pets_allowed,private_garden,private_pool,security,shared_gym,shared_pool,shared_spa,study,view_of_water,walk_in_closet,",True,True,False,True,True,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True
8938622,Jumeirah Village Circle,25.067258,55.208427,979095,893,1096.41,2,3,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,concierge,covered_parking,kitchen_appliances,pets_allowed,security,shared_gym,shared_pool,shared_spa,study,",False,True,False,True,True,False,False,True,True,False,True,False,False,False,False,True,True,True,True,True,False,False,False,False
8938617,Dubai Marina,25.075017000000003,55.137997,2449999,1062,2306.97,2,2,Medium,"furnished,balcony,built_in_wardrobes,central_ac,covered_parking,kitchen_appliances,security,shared_gym,shared_pool,view_of_water,",True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False
8938611,Arjan,25.056167000000002,55.24085899999999,550000,420,1309.52,0,1,Medium,"furnished,balcony,childrens_play_area,covered_parking,kitchen_appliances,pets_allowed,security,shared_gym,shared_pool,view_of_landmark,walk_in_closet,",True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,True,False,True
8938610,Business Bay,25.185132,55.266881000000005,15305000,4280,3575.93,4,6,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,maids_room,pets_allowed,shared_gym,view_of_water,",False,True,False,True,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
8938607,Dubai Creek Harbour (The Lagoons),25.203553,55.34555400000001,1800000,1088,1654.41,2,2,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,pets_allowed,shared_gym,shared_pool,",False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
8938604,Palm Jumeirah,25.101156,55.155288,5408800,1739,3110.29,2,3,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,kitchen_appliances,shared_gym,shared_pool,view_of_water,",False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
8939753,Abu Dhabi,24.484194,54.599114,3200000,2200,1454.55,3,4,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,lobby_in_building,maids_room,security,shared_pool,view_of_landmark,walk_in_closet,",False,True,False,True,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True
8938599,Dubai Marina,25.072395999999998,55.132386,1325000,1682,787.75,1,2,Medium,"furnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,kitchen_appliances,shared_gym,shared_pool,view_of_water,",True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
8938598,Dubai Marina,25.072697,55.135862,1575000,1011,1557.86,1,2,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,shared_pool,",False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8938597,Abu Dhabi,24.508336,54.404442,2875000,1594,1803.64,2,4,Medium,"unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,maids_room,pets_allowed,shared_pool,view_of_water,",False,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
8938596,Dubai Marina,25.072697,55.135862,1650000,1011,1632.05,1,2,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,shared_pool,",False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8938595,Downtown Dubai,25.200879,55.276331000000006,1600000,560,2857.14,0,1,Low,"unfurnished,balcony,kitchen_appliances,",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8938591,Abu Dhabi,24.491761999999998,54.392703000000004,1520000,1507,1008.63,2,3,Medium,"unfurnished,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,shared_gym,shared_pool,view_of_water,",False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
8938580,Downtown Dubai,25.201842000000003,55.280473,3000000,1105,2714.93,2,2,Low,"furnished,balcony,childrens_play_area,covered_parking,",True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8938581,Downtown Dubai,25.190443,55.273465,1800000,772,2331.61,1,1,Low,"furnished,balcony,childrens_play_area,covered_parking,",True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8938582,Downtown Dubai,25.201842000000003,55.280473,3291888,1784,1845.23,3,3,Low,"unfurnished,balcony,childrens_play_area,covered_parking,",False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8938583,Downtown Dubai,25.190443,55.273465,13500000,2807,4809.41,4,4,Low,"furnished,balcony,childrens_play_area,kitchen_appliances,",True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8938571,Abu Dhabi,24.492365,54.394117,850000,818,1039.12,1,1,Medium,"furnished,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,pets_allowed,shared_gym,shared_pool,",True,False,False,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
8938566,Mohammed Bin Rashid City,25.176892000000002,55.310712,1700000,1091,1558.2,2,3,Low,"unfurnished,balcony,childrens_play_area,childrens_pool,view_of_landmark,",False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
8938562,Jumeirah Village Circle,25.062202,55.20215,995000,1048,949.43,2,2,Medium,"unfurnished,balcony,central_ac,concierge,covered_parking,pets_allowed,security,shared_gym,shared_pool,shared_spa,view_of_landmark,walk_in_closet,",False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,True,True,True,True,False,False,True,False,True
8938560,Business Bay,25.189020000000003,55.282216000000005,3605671,1660,2172.09,2,2,Medium,"furnished,balcony,built_in_wardrobes,childrens_play_area,covered_parking,shared_gym,shared_pool,view_of_water,",True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
8939667,Business Bay,25.181304,55.252577,1898000,824,2303.4,2,3,High,"partly_furnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,kitchen_appliances,lobby_in_building,maid_service,pets_allowed,security,shared_gym,shared_pool,vastu_compliant,view_of_landmark,view_of_water,walk_in_closet,",True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,False,False,True,True,True,True
8938559,Mohammed Bin Rashid City,25.177819,55.308533,1440000,720,2000.0,1,2,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,shared_gym,shared_pool,",False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
8939652,Al Furjan,25.025261999999998,55.13875,475000,421,1128.27,0,1,High,"partly_furnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_pool,covered_parking,kitchen_appliances,lobby_in_building,maids_room,pets_allowed,security,shared_gym,shared_pool,shared_spa,vastu_compliant,view_of_landmark,view_of_water,walk_in_closet,",True,True,True,True,True,False,True,False,True,True,True,False,False,False,False,True,True,True,True,False,True,True,True,True
8938551,Jumeirah Village Circle,25.056570999999998,55.204936,570000,619,920.84,0,1,Medium,"unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,pets_allowed,shared_gym,shared_pool,",False,True,True,True,True,True,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
