id,neighborhood,latitude,longitude,price,size_in_sqft,price_per_sqft,no_of_bedrooms,no_of_bathrooms,quality,amenities,partly_furnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,lobby_in_building,pets_allowed,private_garden,private_gym,private_jacuzzi,private_pool,security,shared_gym,shared_pool,shared_spa,study,vastu_compliant,view_of_landmark,view_of_water,walk_in_closet
8936261,Mohammed Bin Rashid City,25.176907999999997,55.310722999999996,3973712,2366,1679.51,4,5,High,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,maid_service,maids_room,pets_allowed,security,shared_gym,shared_pool,view_of_water,",False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False
8936262,Mohammed Bin Rashid City,25.176907999999997,55.310722999999996,3953717,2340,1689.62,4,5,High,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,maid_service,maids_room,pets_allowed,security,shared_gym,shared_pool,view_of_water,",False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False
8936264,Mohammed Bin Rashid City,25.176907999999997,55.310722999999996,3935716,2343,1679.78,4,5,High,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,maid_service,maids_room,pets_allowed,security,shared_gym,shared_pool,view_of_water,",False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False
8936258,Ras Al Khaimah,25.716471,55.83186,745000,886,840.86,1,2,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,pets_allowed,security,shared_gym,shared_pool,view_of_water,",False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False
8936257,Dubai Silicon Oasis,25.126825,55.37007,816000,777,1050.19,1,2,Medium,"partly_furnished,balcony,built_in_wardrobes,central_ac,covered_parking,kitchen_appliances,security,shared_gym,shared_pool,view_of_landmark,walk_in_closet,",True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True
8936248,The Hills,25.078991000000002,55.157536,3700000,2079,1779.7,3,5,High,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,kitchen_appliances,maids_room,security,shared_gym,shared_pool,shared_spa,view_of_landmark,view_of_water,walk_in_closet,",False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True
8936243,Abu Dhabi,24.493095999999998,54.614753,630000,482,1307.05,0,1,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,covered_parking,shared_gym,shared_pool,view_of_water,",False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
8936239,Jumeirah,25.235251,55.254870999999994,8500000,2800,3035.71,3,5,Low,"unfurnished,central_ac,covered_parking,security,",False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
8937305,Dubai Marina,25.068428,55.133614,1000000,1328,753.01,2,3,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,lobby_in_building,security,shared_gym,shared_pool,",False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False
8936234,Zabeel,25.227415,55.291427,4329654,2116,2046.15,1,2,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,covered_parking,private_pool,shared_gym,shared_pool,",False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
8936222,Dubai Silicon Oasis,25.126825,55.37007,525000,441,1190.48,0,1,Medium,"partly_furnished,balcony,built_in_wardrobes,central_ac,concierge,kitchen_appliances,maid_service,shared_gym,shared_pool,shared_spa,view_of_landmark,",True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False
8936221,Dubai,25.175278,55.31103,2248092,1167,1926.39,2,3,Medium,"unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,shared_gym,shared_pool,",False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
8936206,Downtown Dubai,25.195483,55.271797,1646000,723,2276.63,1,1,Low,"unfurnished,balcony,pets_allowed,security,shared_gym,shared_pool,",False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
8936203,Ras Al Khaimah,25.691869,55.78511999999999,630000,821,767.36,1,2,Medium,"unfurnished,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,pets_allowed,shared_pool,view_of_water,",False,False,False,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
8936202,Abu Dhabi,24.493095999999998,54.614753,625000,489,1278.12,0,1,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,covered_parking,shared_gym,shared_pool,view_of_water,",False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
8936201,Ras Al Khaimah,25.691869,55.78511999999999,955000,1300,734.62,2,3,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,pets_allowed,shared_pool,view_of_water,",False,True,False,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
8936200,Abu Dhabi,24.429707999999998,54.62135,759999,668,1137.72,1,2,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,security,shared_gym,shared_pool,",False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
8936194,Dubai South (Dubai World Central),24.849837,55.13624300000001,1602888,1521,1053.84,3,2,Low,"unfurnished,balcony,built_in_wardrobes,central_ac,covered_parking,shared_pool,",False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8936193,Jumeirah Village Circle,25.059555,55.201659,850000,1321,643.45,2,4,Low,"unfurnished,childrens_play_area,shared_pool,",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8936183,Dubai Land,25.090365,55.386419,590000,1093,539.8,2,3,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,covered_parking,security,shared_gym,shared_pool,",False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
8936179,Dubai South (Dubai World Central),24.934141,55.223328,850000,1180,720.34,2,3,Low,"furnished,balcony,childrens_play_area,",True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8937284,Abu Dhabi,24.481388,54.618375,574999,490,1173.47,0,1,Medium,"unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_pool,covered_parking,pets_allowed,security,shared_gym,shared_pool,shared_spa,",False,True,True,True,True,False,True,False,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False
8936163,Downtown Dubai,25.188282,55.274103000000004,3900000,1530,2549.02,2,3,High,"partly_furnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,maids_room,pets_allowed,private_garden,private_jacuzzi,shared_gym,shared_pool,study,",True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False
8936150,Downtown Dubai,25.191642,55.28019499999999,3150000,933,3376.21,2,2,Medium,"partly_furnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,kitchen_appliances,pets_allowed,security,shared_gym,shared_pool,shared_spa,view_of_landmark,view_of_water,",True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,True,True,False
8936134,Ras Al Khaimah,25.66403,55.747432999999994,1034483,1386,746.38,1,2,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,pets_allowed,security,shared_pool,shared_spa,view_of_landmark,",False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False
8936151,Abu Dhabi,24.489528,54.394592,2120000,2002,1058.94,2,5,Medium,"unfurnished,central_ac,childrens_play_area,covered_parking,maids_room,pets_allowed,security,shared_gym,shared_pool,view_of_water,",False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False
8936114,Palm Jumeirah,25.111943,55.144174,3650000,1550,2354.84,2,3,High,"unfurnished,balcony,built_in_wardrobes,central_ac,covered_parking,kitchen_appliances,maids_room,pets_allowed,security,shared_gym,shared_pool,view_of_landmark,view_of_water,walk_in_closet,",False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,True,True,True
8936112,Abu Dhabi,24.538937,54.410474,5800000,1992,2911.65,2,3,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,kitchen_appliances,maids_room,pets_allowed,security,shared_gym,shared_pool,",False,True,False,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
8936102,Downtown Dubai,25.201842000000003,55.280473,3600000,1852,1943.84,3,3,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,concierge,covered_parking,shared_gym,shared_pool,shared_spa,walk_in_closet,",False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True
8936101,Greens,25.090802,55.174493000000005,800000,729,1097.39,1,1,Medium,"unfurnished,balcony,central_ac,covered_parking,kitchen_appliances,pets_allowed,private_garden,security,shared_gym,shared_pool,",False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False
8937250,Jumeirah Village Circle,25.048095,55.206373,510000,441,1156.46,0,1,High,"unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,covered_parking,kitchen_appliances,lobby_in_building,pets_allowed,security,shared_gym,shared_pool,shared_spa,view_of_landmark,view_of_water,walk_in_closet,",False,True,True,True,True,True,True,False,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,True
8936082,Palm Jumeirah,25.132519,55.151574,2990000,1040,2875.0,1,2,Medium,"unfurnished,balcony,built_in_wardrobes,childrens_play_area,concierge,covered_parking,kitchen_appliances,shared_gym,shared_pool,view_of_water,",False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
8936078,Business Bay,25.189282000000002,55.28915799999999,1300000,930,1397.85,1,2,Medium,"unfurnished,central_ac,childrens_play_area,concierge,covered_parking,pets_allowed,shared_gym,shared_pool,view_of_water,",False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
8937231,Dubai Harbour,25.097012,55.139562,3700000,1140,3245.61,2,2,High,"furnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,maid_service,security,shared_gym,shared_pool,shared_spa,view_of_landmark,view_of_water,walk_in_closet,",True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True
8936072,Al Furjan,25.022617999999998,55.14935,1006000,798,1260.65,1,1,Medium,"unfurnished,balcony,barbecue_area,built_in_wardrobes,childrens_play_area,covered_parking,shared_gym,shared_pool,",False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
8936068,Al Furjan,25.022617999999998,55.14935,1072000,966,1109.73,1,2,Medium,"unfurnished,balcony,barbecue_area,built_in_wardrobes,childrens_play_area,covered_parking,kitchen_appliances,shared_gym,shared_pool,",False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
8936066,Downtown Dubai,25.193039000000002,55.273284,2099999,985,2131.98,1,2,Low,"unfurnished,central_ac,concierge,security,shared_gym,shared_pool,",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
8936063,Town Square,25.015608,55.283131999999995,1400000,1407,995.02,3,3,Medium,"furnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,pets_allowed,shared_gym,shared_pool,view_of_water,",True,True,True,True,True,True,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
8936060,Al Jaddaf,25.212301999999998,55.319104,1400000,1925,727.27,3,3,High,"unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,kitchen_appliances,lobby_in_building,pets_allowed,private_garden,security,shared_gym,shared_pool,shared_spa,view_of_landmark,view_of_water,walk_in_closet,",False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,False,False,True,True,True
8936052,Downtown Dubai,25.186913,55.277919,2800000,1560,1794.87,2,3,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,pets_allowed,shared_gym,study,",False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
8936045,Dubai Marina,25.08377,55.145075,2500000,1700,1470.59,3,4,Medium,"furnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,shared_pool,study,view_of_water,",True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
8936034,Remraam,25.000088,55.250953,575000,522,1101.53,1,2,High,"unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,pets_allowed,private_garden,shared_gym,shared_pool,view_of_water,",False,True,True,True,True,True,False,True,True,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False
8936013,Ras Al Khaimah,25.716471,55.83186,735000,923,796.32,1,2,Medium,"unfurnished,balcony,childrens_play_area,security,shared_gym,shared_pool,view_of_water,",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False
8935999,Dubai Harbour,25.099399,55.142134999999996,3200000,1331,2404.21,2,2,Medium,"unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,pets_allowed,shared_gym,shared_pool,view_of_water,",False,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
8935997,Business Bay,25.185984,55.29175600000001,1250000,492,2540.65,0,1,Low,"furnished,central_ac,childrens_play_area,shared_spa,",True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
8935982,Palm Jumeirah,25.127741,55.153907,2600000,1158,2245.25,1,2,Medium,"furnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,pets_allowed,shared_gym,shared_pool,view_of_water,",True,True,False,True,True,True,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
8935975,Mohammed Bin Rashid City,25.176892000000002,55.310712,1988888,1280,1553.82,2,3,Medium,"unfurnished,balcony,built_in_wardrobes,kitchen_appliances,private_garden,vastu_compliant,walk_in_closet,",False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
8935976,Palm Jumeirah,25.137942000000002,55.126877,11899999,2122,5607.92,2,3,Medium,"unfurnished,balcony,built_in_wardrobes,kitchen_appliances,maids_room,private_jacuzzi,shared_gym,shared_pool,vastu_compliant,view_of_landmark,view_of_water,walk_in_closet,",False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True
8935974,Mohammed Bin Rashid City,25.176892000000002,55.310712,2988888,1540,1940.84,3,2,Low,"unfurnished,balcony,kitchen_appliances,private_gym,",False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8935971,City Walk,25.208262,55.262829,1649880,680,2426.29,1,2,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,security,shared_gym,shared_pool,view_of_landmark,walk_in_closet,",False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True
8935979,Downtown Dubai,25.199782,55.277662,2399990,955,2513.08,1,2,Medium,"furnished,balcony,built_in_wardrobes,central_ac,concierge,covered_parking,kitchen_appliances,lobby_in_building,security,shared_gym,shared_pool,view_of_landmark,",True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,False
8935972,Business Bay,25.188679999999998,55.267099,21360313,6071,3518.42,3,4,Low,"unfurnished,balcony,built_in_wardrobes,shared_gym,shared_pool,walk_in_closet,",False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
8935970,Abu Dhabi,24.498438,54.389086,1667400,1229,1356.71,3,3,Medium,"furnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,security,shared_gym,shared_pool,view_of_water,",True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False
8937140,Abu Dhabi,24.508336,54.404442,1743370,1113,1566.37,1,2,Medium,"unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_pool,covered_parking,lobby_in_building,pets_allowed,security,shared_gym,shared_pool,shared_spa,",False,True,True,True,True,False,True,False,True,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
8935959,City Walk,25.208262,55.262829,8800000,2900,3034.48,4,4,Medium,"unfurnished,balcony,central_ac,covered_parking,kitchen_appliances,maids_room,pets_allowed,private_garden,security,shared_gym,shared_pool,shared_spa,",False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,True,True,True,True,False,False,False,False,False
8935958,City Walk,25.208262,55.262829,4080000,1700,2400.0,3,3,Low,"unfurnished,balcony,central_ac,maids_room,private_garden,",False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
8935947,Business Bay,25.185984,55.29175600000001,1250000,488,2561.48,0,1,Low,"furnished,security,shared_gym,shared_spa,",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False
8935944,Business Bay,25.190919,55.290946999999996,1760568,1219,1444.27,2,2,Low,"unfurnished,lobby_in_building,shared_pool,",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8935942,Business Bay,25.183704000000002,55.255543,4428165,1917,2309.95,3,4,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,maids_room,security,shared_gym,shared_pool,",False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
8935941,Dubai Marina,25.090418,55.148740000000004,2350000,1573,1493.96,2,3,Medium,"partly_furnished,balcony,built_in_wardrobes,central_ac,covered_parking,kitchen_appliances,maids_room,pets_allowed,security,shared_gym,shared_pool,",True,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
8935938,Jumeirah Village Circle,25.062202,55.20215,1488292,1654,899.81,2,2,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,concierge,covered_parking,pets_allowed,security,shared_gym,shared_pool,shared_spa,study,walk_in_closet,",False,True,False,True,True,False,False,True,True,False,True,False,False,False,False,True,True,True,True,True,False,False,False,True
8935939,Jumeirah Village Circle,25.062202,55.20215,995779,1048,950.17,2,2,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,concierge,covered_parking,kitchen_appliances,maid_service,pets_allowed,security,shared_gym,shared_pool,shared_spa,",False,True,False,True,True,False,False,True,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False
8935937,Downtown Dubai,25.199782,55.277662,2199999,768,2864.58,1,1,Medium,"furnished,balcony,built_in_wardrobes,central_ac,kitchen_appliances,security,shared_gym,shared_pool,view_of_landmark,view_of_water,",True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False
8935936,Ras Al Khaimah,25.664514999999998,55.747013,2020206,2715,744.09,3,4,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,kitchen_appliances,pets_allowed,security,shared_gym,shared_pool,view_of_landmark,view_of_water,",False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False
8935932,Old Town,25.193542,55.277060999999996,2900000,1430,2027.97,2,3,Low,"furnished,balcony,shared_pool,",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8937099,Abu Dhabi,24.508336,54.404442,1743370,1113,1566.37,1,2,Medium,"unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_pool,covered_parking,lobby_in_building,pets_allowed,security,shared_gym,shared_pool,shared_spa,",False,True,True,True,True,False,True,False,True,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
8935917,Abu Dhabi,24.460144,54.598440000000004,639130,630,1014.49,1,1,Medium,"furnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,security,shared_gym,shared_pool,",True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
8937096,Al Furjan,25.021003,55.140335,819999,974,841.89,1,2,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,kitchen_appliances,lobby_in_building,security,shared_gym,shared_pool,shared_spa,study,",False,True,False,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False
8935903,Mohammed Bin Rashid City,25.176907999999997,55.310722999999996,3943728,2343,1683.2,4,5,High,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,maid_service,maids_room,pets_allowed,security,shared_gym,shared_pool,view_of_water,",False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False
8935902,Jumeirah Village Circle,25.055706,55.202082999999995,660000,712,926.97,1,1,Medium,"partly_furnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,shared_gym,shared_pool,",True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
8935900,Mohammed Bin Rashid City,25.176907999999997,55.310722999999996,3967723,2339,1696.33,4,5,High,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,maid_service,maids_room,pets_allowed,security,shared_gym,shared_pool,view_of_water,",False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False
8935895,Mohammed Bin Rashid City,25.176907999999997,55.310722999999996,3975816,2343,1696.89,4,5,High,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,maid_service,maids_room,pets_allowed,security,shared_gym,shared_pool,view_of_water,",False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False
8935894,Umm Suqeim,25.13332,55.191154000000004,4900000,1845,2655.83,3,4,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,concierge,covered_parking,pets_allowed,shared_gym,shared_pool,view_of_water,",False,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
8935892,Dubai Hills Estate,25.101082,55.244310999999996,2960888,1777,1666.23,3,3,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,security,shared_gym,shared_pool,",False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
8935891,Abu Dhabi,24.450602,54.6002,1590000,1166,1363.64,2,3,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,kitchen_appliances,pets_allowed,shared_gym,shared_pool,view_of_water,",False,True,False,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
8935887,Dubai Marina,25.071897,55.131535,1200000,476,2521.01,0,2,Medium,"furnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,pets_allowed,shared_gym,shared_pool,",True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
8935880,Town Square,25.005753,55.295312,1300000,1410,921.99,3,3,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,maids_room,pets_allowed,shared_gym,shared_pool,",False,True,False,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
8935876,Mohammed Bin Rashid City,25.176907999999997,55.310722999999996,3988716,2354,1694.44,4,5,High,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,maid_service,maids_room,pets_allowed,security,shared_gym,shared_pool,view_of_water,",False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False
8935877,Dubai Marina,25.082217,55.142624,2200000,861,2555.17,1,2,Low,"balcony,view_of_water,",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8937039,Al Furjan,25.021003,55.140335,820000,974,841.89,1,2,High,"partly_furnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,covered_parking,kitchen_appliances,lobby_in_building,pets_allowed,security,shared_gym,shared_pool,study,walk_in_closet,",True,True,False,True,True,True,True,False,True,True,True,False,False,False,False,True,True,True,False,True,False,False,False,True
8935861,Dubai Marina,25.085304999999998,55.149287,2950000,1605,1838.01,2,3,Medium,"furnished,balcony,built_in_wardrobes,central_ac,concierge,covered_parking,private_gym,private_jacuzzi,security,shared_gym,shared_pool,shared_spa,study,",True,True,False,True,True,False,False,True,True,False,False,False,True,True,False,True,True,True,True,True,False,False,False,False
8935860,Old Town,25.189624,55.277756000000004,1450000,976,1485.66,1,2,Low,"balcony,view_of_landmark,",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
8935854,Jumeirah Beach Residence,25.072954,55.128089,2750000,1610,1708.07,2,4,Medium,"unfurnished,built_in_wardrobes,central_ac,childrens_play_area,covered_parking,security,shared_gym,shared_pool,view_of_landmark,view_of_water,",False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False
8935849,Palm Jumeirah,25.115037,55.138470999999996,1300000,545,2385.32,0,2,Medium,"furnished,balcony,central_ac,childrens_play_area,pets_allowed,shared_pool,view_of_water,",True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
8935846,Downtown Dubai,25.199782,55.277662,1900000,767,2477.18,1,1,Medium,"furnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,security,shared_gym,shared_pool,shared_spa,",True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
8935842,Dubai Creek Harbour (The Lagoons),25.201793,55.34895600000001,1600000,1100,1454.55,2,3,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,pets_allowed,security,shared_gym,shared_pool,view_of_water,",False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False
8935841,Jumeirah Lake Towers,25.066481,55.139936,3751500,2308,1625.43,3,4,Ultra,"furnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,kitchen_appliances,maid_service,maids_room,pets_allowed,private_garden,private_gym,private_jacuzzi,private_pool,security,shared_gym,shared_pool,shared_spa,study,view_of_landmark,view_of_water,walk_in_closet,",True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True
8935839,Umm Suqeim,25.13332,55.191154000000004,2900000,1115,2600.9,2,2,Medium,"unfurnished,balcony,built_in_wardrobes,central_ac,childrens_play_area,concierge,covered_parking,pets_allowed,shared_gym,shared_pool,view_of_water,",False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
